"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"16274",46,"admin.","divorced","primary","no",50,"yes","yes","cellular",23,"jul",379,1,-1,0,"unknown","no"
"14244",43,"blue-collar","married","secondary","no",500,"yes","no","cellular",14,"jul",324,2,-1,0,"unknown","no"
"33666",37,"services","married","secondary","no",47,"yes","no","cellular",20,"apr",554,3,-1,0,"unknown","no"
"16596",51,"blue-collar","married","primary","no",603,"yes","no","cellular",24,"jul",853,2,-1,0,"unknown","yes"
"22372",33,"technician","single","tertiary","no",99,"no","no","cellular",22,"aug",296,2,-1,0,"unknown","no"
"12546",34,"technician","married","secondary","no",46,"yes","yes","unknown",3,"jul",412,1,-1,0,"unknown","no"
"13938",28,"technician","married","tertiary","no",1198,"no","yes","cellular",10,"jul",57,3,-1,0,"unknown","no"
"42588",46,"management","divorced","tertiary","no",461,"no","no","cellular",30,"dec",369,2,-1,0,"unknown","yes"
"42194",76,"retired","married","secondary","no",2302,"no","no","telephone",10,"nov",345,2,-1,0,"unknown","no"
"30559",37,"blue-collar","single","secondary","no",111,"yes","no","cellular",5,"feb",60,2,272,2,"failure","no"
"9245",42,"blue-collar","married","secondary","no",698,"no","no","unknown",5,"jun",729,2,-1,0,"unknown","no"
"40885",36,"management","married","tertiary","no",2987,"yes","no","cellular",12,"aug",307,1,-1,0,"unknown","yes"
"884",38,"blue-collar","married","primary","no",83,"yes","no","unknown",7,"may",140,2,-1,0,"unknown","no"
"31776",49,"management","married","tertiary","no",78,"yes","no","cellular",8,"apr",65,3,-1,0,"unknown","no"
"14830",44,"blue-collar","married","primary","no",1265,"yes","no","cellular",16,"jul",555,1,-1,0,"unknown","yes"
"7465",34,"blue-collar","married","primary","no",1031,"yes","no","unknown",29,"may",751,3,-1,0,"unknown","yes"
"10180",55,"retired","married","primary","no",8894,"no","no","unknown",11,"jun",262,1,-1,0,"unknown","no"
"23782",31,"management","single","tertiary","no",58,"no","no","cellular",29,"aug",207,2,-1,0,"unknown","no"
"26190",54,"entrepreneur","divorced","tertiary","no",20527,"no","no","telephone",20,"nov",66,1,-1,0,"unknown","no"
"33156",31,"blue-collar","single","primary","no",71,"yes","no","cellular",20,"apr",185,3,336,6,"failure","no"
"5250",35,"technician","single","secondary","no",11423,"yes","no","unknown",23,"may",107,1,-1,0,"unknown","no"
"12768",37,"services","married","secondary","no",343,"yes","yes","cellular",7,"jul",74,7,-1,0,"unknown","no"
"28390",27,"services","married","unknown","no",-209,"yes","yes","cellular",29,"jan",128,1,-1,0,"unknown","no"
"43693",59,"management","married","tertiary","no",138,"yes","yes","cellular",13,"may",106,1,280,4,"failure","no"
"42178",34,"admin.","married","secondary","no",2374,"yes","no","cellular",9,"nov",161,1,209,2,"failure","yes"
"20292",41,"management","married","secondary","no",456,"yes","no","cellular",11,"aug",734,4,-1,0,"unknown","yes"
"41897",61,"admin.","married","secondary","no",1541,"no","no","cellular",20,"oct",59,1,104,3,"failure","no"
"42364",38,"technician","married","secondary","no",6728,"no","no","cellular",25,"nov",232,1,96,4,"success","yes"
"29805",53,"self-employed","single","unknown","no",289,"no","no","cellular",4,"feb",502,1,-1,0,"unknown","no"
"41153",60,"management","married","secondary","no",0,"no","no","telephone",18,"aug",280,3,-1,0,"unknown","no"
"11461",50,"admin.","divorced","unknown","no",4204,"no","no","unknown",19,"jun",335,2,-1,0,"unknown","no"
"7076",50,"management","married","secondary","no",-187,"yes","no","unknown",29,"may",31,2,-1,0,"unknown","no"
"42655",29,"self-employed","single","tertiary","no",270,"yes","no","cellular",14,"jan",110,7,252,4,"failure","no"
"33431",28,"student","single","secondary","no",0,"no","no","cellular",20,"apr",185,1,-1,0,"unknown","yes"
"25033",31,"management","married","tertiary","no",271,"no","no","cellular",18,"nov",89,1,-1,0,"unknown","no"
"3201",30,"management","married","secondary","no",678,"yes","no","unknown",15,"may",236,4,-1,0,"unknown","no"
"21792",33,"management","married","tertiary","no",1412,"yes","no","unknown",19,"aug",480,1,-1,0,"unknown","yes"
"11233",44,"services","married","secondary","no",1872,"yes","no","unknown",18,"jun",146,3,-1,0,"unknown","no"
"39932",37,"entrepreneur","married","tertiary","no",189,"no","no","cellular",2,"jun",253,2,-1,0,"unknown","yes"
"5707",37,"technician","single","secondary","no",435,"yes","no","unknown",26,"may",210,1,-1,0,"unknown","no"
"16141",35,"admin.","single","secondary","no",507,"yes","no","cellular",22,"jul",560,2,-1,0,"unknown","yes"
"40441",45,"admin.","married","unknown","no",5511,"no","no","cellular",2,"jul",272,1,-1,0,"unknown","yes"
"29896",32,"admin.","single","secondary","no",678,"yes","no","cellular",4,"feb",1579,1,246,4,"failure","yes"
"19245",42,"management","married","tertiary","no",3718,"yes","no","cellular",6,"aug",50,2,-1,0,"unknown","no"
"29374",58,"retired","divorced","secondary","no",8266,"yes","no","cellular",2,"feb",98,2,271,1,"failure","no"
"29070",40,"retired","married","primary","no",407,"yes","no","cellular",2,"feb",200,1,271,1,"failure","no"
"22451",55,"housemaid","married","secondary","no",139,"no","no","cellular",22,"aug",256,2,-1,0,"unknown","no"
"43778",52,"admin.","single","secondary","no",726,"yes","no","cellular",24,"may",699,1,378,9,"failure","yes"
"42863",29,"technician","married","secondary","no",95,"no","yes","cellular",3,"feb",172,3,-1,0,"unknown","yes"
"32635",39,"admin.","married","secondary","no",1408,"yes","no","cellular",17,"apr",306,1,-1,0,"unknown","no"
"2701",37,"admin.","married","secondary","no",1026,"yes","no","unknown",13,"may",389,2,-1,0,"unknown","no"
"18975",60,"entrepreneur","married","unknown","yes",-284,"yes","yes","cellular",4,"aug",67,8,-1,0,"unknown","no"
"6748",50,"blue-collar","married","primary","no",1203,"yes","yes","unknown",28,"may",66,7,-1,0,"unknown","no"
"42514",57,"management","divorced","unknown","no",2986,"no","no","cellular",17,"dec",222,2,231,1,"failure","yes"
"19626",32,"management","married","tertiary","no",1966,"no","no","cellular",7,"aug",436,4,-1,0,"unknown","no"
"33962",31,"management","married","tertiary","no",1331,"no","no","cellular",30,"apr",297,1,86,3,"success","yes"
"4949",36,"blue-collar","married","primary","no",599,"yes","no","unknown",21,"may",649,2,-1,0,"unknown","yes"
"40080",38,"technician","single","secondary","no",1130,"no","no","cellular",4,"jun",96,2,98,1,"success","yes"
"25926",32,"technician","single","tertiary","no",550,"no","no","cellular",19,"nov",337,1,-1,0,"unknown","yes"
"25048",44,"technician","married","secondary","no",1901,"no","no","cellular",18,"nov",143,3,104,2,"failure","no"
"12055",30,"technician","single","secondary","no",157,"yes","no","unknown",20,"jun",74,3,-1,0,"unknown","no"
"44469",45,"admin.","married","secondary","no",476,"no","no","cellular",6,"aug",356,1,364,1,"other","yes"
"33989",26,"technician","single","tertiary","no",2781,"yes","no","cellular",30,"apr",132,1,-1,0,"unknown","no"
"13528",43,"blue-collar","divorced","primary","no",75,"yes","no","cellular",9,"jul",118,1,-1,0,"unknown","no"
"30017",44,"blue-collar","divorced","secondary","no",272,"yes","no","cellular",4,"feb",219,4,205,2,"failure","no"
"5662",37,"technician","married","secondary","yes",-886,"yes","no","unknown",26,"may",224,1,-1,0,"unknown","no"
"38163",51,"management","married","tertiary","no",0,"yes","no","cellular",15,"may",60,1,343,7,"failure","no"
"44441",38,"admin.","single","secondary","no",115,"no","no","cellular",5,"aug",250,3,182,10,"failure","no"
"23302",49,"management","married","tertiary","no",2809,"yes","no","cellular",27,"aug",152,9,-1,0,"unknown","no"
"10072",54,"technician","married","secondary","no",2500,"no","no","unknown",11,"jun",62,2,-1,0,"unknown","no"
"8316",50,"blue-collar","married","primary","no",33,"yes","no","unknown",2,"jun",134,8,-1,0,"unknown","no"
"44276",29,"management","single","tertiary","no",985,"yes","no","cellular",23,"jul",396,2,-1,0,"unknown","yes"
"27442",59,"unemployed","single","primary","no",7724,"no","no","cellular",21,"nov",373,3,-1,0,"unknown","yes"
"2187",27,"services","single","secondary","no",118,"yes","yes","unknown",12,"may",53,1,-1,0,"unknown","no"
"23430",32,"self-employed","married","tertiary","no",518,"no","no","cellular",27,"aug",462,5,-1,0,"unknown","no"
"43784",28,"student","single","secondary","no",1925,"no","no","cellular",25,"may",252,1,88,4,"failure","yes"
"31174",30,"management","single","tertiary","no",5561,"yes","no","cellular",27,"feb",195,1,100,1,"success","yes"
"24132",44,"self-employed","married","secondary","no",706,"no","no","unknown",5,"nov",204,1,-1,0,"unknown","yes"
"42060",53,"technician","married","tertiary","no",395,"no","no","cellular",29,"oct",136,1,148,1,"failure","yes"
"39520",35,"technician","single","secondary","no",27,"yes","no","cellular",25,"may",214,1,305,1,"other","yes"
"29982",32,"blue-collar","married","secondary","no",557,"yes","yes","cellular",4,"feb",210,2,253,1,"failure","no"
"39195",40,"technician","married","tertiary","no",1034,"yes","no","cellular",18,"may",368,2,-1,0,"unknown","no"
"43819",63,"blue-collar","married","secondary","no",641,"no","no","cellular",27,"may",417,2,-1,0,"unknown","yes"
"35593",22,"student","single","secondary","no",252,"yes","no","cellular",7,"may",206,3,-1,0,"unknown","no"
"26844",35,"blue-collar","married","secondary","no",5639,"yes","no","cellular",20,"nov",945,2,-1,0,"unknown","yes"
"2479",41,"technician","divorced","secondary","no",225,"yes","yes","unknown",13,"may",139,1,-1,0,"unknown","no"
"29520",48,"admin.","married","primary","no",3,"yes","no","cellular",3,"feb",69,1,252,4,"failure","no"
"5384",24,"technician","single","secondary","no",820,"yes","no","unknown",23,"may",665,1,-1,0,"unknown","no"
"33397",51,"blue-collar","married","secondary","no",-237,"yes","yes","cellular",20,"apr",379,3,320,2,"other","no"
"12477",45,"unemployed","divorced","primary","yes",-249,"yes","yes","unknown",1,"jul",92,1,-1,0,"unknown","no"
"34131",46,"technician","married","unknown","no",3914,"yes","no","cellular",30,"apr",247,1,-1,0,"unknown","no"
"25796",55,"technician","married","primary","no",938,"no","yes","cellular",19,"nov",742,1,-1,0,"unknown","no"
"33914",60,"housemaid","married","primary","no",1163,"no","no","cellular",30,"apr",470,8,-1,0,"unknown","yes"
"38385",25,"technician","married","secondary","no",691,"yes","no","cellular",15,"may",333,1,330,2,"failure","no"
"29704",46,"technician","divorced","secondary","no",1547,"yes","no","cellular",3,"feb",401,4,-1,0,"unknown","no"
"26089",42,"admin.","married","secondary","no",529,"yes","yes","cellular",19,"nov",193,3,-1,0,"unknown","no"
"36643",48,"management","married","secondary","no",-440,"yes","yes","cellular",12,"may",399,1,-1,0,"unknown","no"
"4741",35,"admin.","married","secondary","no",190,"yes","no","unknown",20,"may",47,3,-1,0,"unknown","no"
"13781",39,"technician","single","secondary","no",709,"yes","no","cellular",10,"jul",441,1,-1,0,"unknown","no"
"14119",35,"services","single","primary","no",167,"no","yes","cellular",11,"jul",614,2,-1,0,"unknown","yes"
"31414",34,"technician","married","secondary","no",390,"yes","no","cellular",27,"mar",95,2,231,2,"failure","yes"
"41566",28,"management","married","secondary","no",3,"yes","no","cellular",14,"sep",112,2,24,2,"other","no"
"35075",41,"blue-collar","married","primary","no",13,"yes","no","cellular",6,"may",358,2,306,1,"failure","no"
"27864",54,"retired","divorced","tertiary","no",726,"no","no","cellular",28,"jan",246,1,-1,0,"unknown","no"
"42662",48,"unemployed","married","secondary","no",817,"no","no","cellular",14,"jan",517,1,282,4,"success","yes"
"12109",43,"management","single","secondary","no",2968,"no","no","unknown",20,"jun",30,4,-1,0,"unknown","no"
"39082",33,"technician","single","unknown","no",135,"yes","no","cellular",18,"may",153,1,-1,0,"unknown","no"
"27313",39,"unemployed","married","tertiary","no",529,"yes","yes","cellular",21,"nov",673,1,-1,0,"unknown","no"
"33986",35,"admin.","single","tertiary","no",994,"no","no","cellular",30,"apr",400,1,87,2,"failure","yes"
"12208",40,"blue-collar","married","primary","no",238,"no","no","unknown",20,"jun",6,3,-1,0,"unknown","no"
"25064",35,"blue-collar","married","primary","no",2878,"yes","no","cellular",18,"nov",140,2,-1,0,"unknown","no"
"33521",40,"blue-collar","single","primary","no",1530,"yes","no","cellular",20,"apr",8,3,315,1,"failure","no"
"15911",33,"management","single","tertiary","no",-149,"yes","no","cellular",22,"jul",383,3,-1,0,"unknown","no"
"1807",26,"blue-collar","single","secondary","no",82,"yes","no","unknown",9,"may",654,1,-1,0,"unknown","yes"
"37463",43,"management","married","tertiary","no",1264,"yes","no","cellular",13,"may",102,2,-1,0,"unknown","no"
"40457",25,"admin.","single","secondary","no",285,"no","no","cellular",3,"jul",658,3,-1,0,"unknown","yes"
"20076",51,"blue-collar","married","primary","no",440,"no","no","cellular",11,"aug",46,5,-1,0,"unknown","no"
"2898",48,"blue-collar","married","secondary","no",1596,"yes","no","unknown",14,"may",760,1,-1,0,"unknown","yes"
"23854",33,"technician","married","secondary","no",8,"no","no","cellular",29,"aug",462,2,-1,0,"unknown","no"
"18388",49,"services","divorced","unknown","no",313,"yes","no","cellular",31,"jul",203,7,-1,0,"unknown","no"
"39697",32,"admin.","single","secondary","no",1649,"no","no","cellular",27,"may",204,2,-1,0,"unknown","no"
"3983",54,"management","single","tertiary","no",4393,"yes","no","unknown",16,"may",1297,3,-1,0,"unknown","yes"
"25461",44,"admin.","married","secondary","no",1206,"no","no","cellular",19,"nov",180,3,-1,0,"unknown","no"
"39814",43,"management","divorced","tertiary","no",2367,"no","no","cellular",1,"jun",114,1,38,2,"other","yes"
"23666",55,"admin.","married","secondary","no",-2,"no","no","cellular",28,"aug",76,1,-1,0,"unknown","no"
"43809",47,"services","divorced","unknown","no",973,"no","no","cellular",27,"may",489,1,479,1,"failure","yes"
"44219",42,"management","divorced","tertiary","no",5037,"no","no","cellular",16,"jul",100,6,84,14,"success","no"
"9141",49,"management","married","tertiary","no",414,"yes","no","unknown",5,"jun",155,3,-1,0,"unknown","no"
"31557",50,"management","married","tertiary","no",414,"yes","no","cellular",3,"apr",707,1,302,3,"failure","yes"
"43715",34,"admin.","married","secondary","no",920,"no","no","cellular",14,"may",526,3,179,3,"success","yes"
"41122",62,"retired","married","secondary","no",1495,"no","no","cellular",17,"aug",606,1,196,1,"success","yes"
"43391",26,"management","single","tertiary","no",3,"yes","yes","cellular",1,"apr",149,1,350,1,"success","yes"
"43769",70,"management","married","secondary","no",4,"no","no","cellular",21,"may",122,1,85,9,"failure","no"
"9188",39,"services","single","secondary","no",117,"yes","no","unknown",5,"jun",190,2,-1,0,"unknown","no"
"36986",40,"blue-collar","married","unknown","no",87,"yes","no","cellular",13,"may",477,3,-1,0,"unknown","yes"
"37699",38,"technician","single","secondary","no",1211,"yes","no","cellular",14,"may",498,1,358,1,"success","no"
"21875",38,"management","married","secondary","no",124,"no","no","cellular",20,"aug",202,2,-1,0,"unknown","no"
"30489",64,"management","married","tertiary","no",6251,"no","no","telephone",5,"feb",125,7,-1,0,"unknown","no"
"31001",32,"management","single","tertiary","no",19985,"no","no","cellular",9,"feb",616,5,-1,0,"unknown","no"
"44214",31,"management","divorced","tertiary","no",414,"no","yes","cellular",16,"jul",241,1,-1,0,"unknown","yes"
"42458",49,"technician","married","secondary","no",307,"no","no","cellular",9,"dec",854,1,-1,0,"unknown","yes"
"15981",38,"technician","married","secondary","no",0,"yes","no","cellular",22,"jul",1545,1,-1,0,"unknown","yes"
"18874",49,"technician","married","secondary","no",3410,"no","no","unknown",4,"aug",130,1,-1,0,"unknown","no"
"22780",52,"unknown","married","secondary","no",142,"no","no","cellular",25,"aug",112,6,-1,0,"unknown","no"
"17170",47,"blue-collar","divorced","primary","yes",0,"yes","no","cellular",28,"jul",327,3,-1,0,"unknown","no"
"23658",34,"management","single","tertiary","no",4348,"yes","no","cellular",28,"aug",373,8,-1,0,"unknown","no"
"39526",32,"technician","single","tertiary","no",705,"yes","no","cellular",25,"may",414,2,35,4,"failure","yes"
"44635",77,"retired","married","primary","no",1492,"no","no","telephone",1,"sep",663,1,208,2,"other","no"
